IDESTACION,DENOMINACION,X,Y,LINEAS,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS
6_2092,MANIZALES-CELIO VILLALBA,446138.0,4480802.0,"72, 87, N2",2,3
6_2021,ISAAC PERAL-JULIAN ROMEA,439117.0,4477389.0,C1,2,3
6_2026,JUAN XXIII-PZA.ISLA ALBORAN,439151.0,4477736.0,C2,2,3
6_2039,ARTURO SORIA-CONSERVATORIO,444721.0,4478320.0,"11, 70, 122, N3",2,3
6_1946,AV.ABRANTES-ALFONSO MARTINEZ CONDE,438309.0,4470475.0,"47, 108",2,3
6_1958,NTRA.SRA.VALVERDE-MANUEL VILLARTA,441858.0,4483314.0,"66, 137, N24, SE704",2,3
6_1963,LLANO CASTELLANO-FCO.SANCHA,442098.0,4482168.0,"66, 124, 137, N24, SE704",2,3
6_1973,PEDRO RICO-JULIO PALACIOS,441271.0,4482031.0,67,2,3
6_1883,FUENTESPINA Nº 13,448753.0,4470309.0,"63, 145, N9",2,3
6_1886,AV.STA.EUGENIA-CASTRILLO AZA,448623.0,4470955.0,"63, 145, N9",2,3
6_1814,AV.STA.EUGENIA-U.V.A.VALLECAS,448294.0,4470586.0,"58, 63",2,3
6_5428,PASEO PLATA Y CASTAÑAR-ISLAS,439154.0,4467097.0,76,2,3
6_3277,BRAULIO GUTIERREZ-JOSE ARCONES GIL,446303.0,4475805.0,"28, N6",2,3
6_3936,FCO.ALTIMIRAS-AV.LOS TOREROS,443819.0,4476332.0,"53, 74",2,3
6_3322,AV.BUENOS AIRES-ARROYO OLIVAR,444677.0,4471355.0,136,2,3
6_3895,VALDETORRES DE JARAMA-ROGELIO MUÑOZ,445263.0,4480559.0,"120, 125, 172, 172SF",2,3
6_3899,FUENTESPINA-CENTRO DE SALUD,448881.0,4470373.0,"58, 63",2,3
6_3900,FUENTESPINA-CENTRO DE SALUD,448888.0,4470360.0,"63, 145",2,3
6_3902,BERROCAL-PZA.DE LOS METALES,442760.0,4466036.0,"85, 123, N12",2,3
6_3903,BERROCAL-PZA.DE LOS METALES,442789.0,4466045.0,"85, 123, N12",2,3
6_3906,ALCALA-ALBARRACIN,446179.0,4476817.0,"77, 104, N5",2,3
6_3907,ALHAMBRA-CULLERA,436955.0,4472371.0,"31, 55, 119",2,3
6_3908,DR.TOLOSA LATOUR-ACCESO 12 OCTUBRE,440466.0,4469693.0,"81, 121",2,3
6_3909,CAMPOS IBAÑEZ-Pº ESTACION,441906.0,4467443.0,"85, 123",2,3
6_3913,VILLABLANCA-GRAN VIA DEL ESTE,449542.0,4472952.0,"100, 106, 159, N6, N7",2,3
6_3929,PARADORES-VENTA VIEJA,429492.0,4481351.0,162,2,3
6_3935,GRAN VIA-CLAVEL,440785.0,4474767.0,"1, 1, 2, 2, 3, 46, 74, 146, N16, N18, N19, N20, N21",2,3
6_3938,Cº POZO TIO RAIMUNDO-LUIS I,444862.0,4469648.0,T31,2,3
6_3980,MARTINEZ IZQUIERDO-FCO.SILVELA,443186.0,4476203.0,N3,2,3
6_211,ESTACION DE CHAMARTIN,442257.0,4480561.0,5,2,3
6_212,AGUSTIN FOXA-JOSE VASCONCELOS,441993.0,4480387.0,5,2,3
6_216,PZA.DE CUZCO,441581.0,4479061.0,"5, 27, 40, 147, N22, N24",2,3
6_217,SAN GERMAN-POETA JOAN MARAGALL,441370.0,4478851.0,"5, 126",2,3
6_218,ORENSE-SAN GERMAN,441202.0,4478823.0,"5, 149",2,3
6_221,ORENSE-BASILICA,441147.0,4478142.0,"5, 149",2,3
6_223,MODESTO LAFUENTE-MARIA DE GUZMAN,441099.0,4477500.0,5,2,3
6_224,MODESTO LAFUENTE-RIOS ROSAS,441076.0,4477207.0,5,2,3
6_227,GRAL.MARTINEZ CAMPOS-ZURBANO,441363.0,4476479.0,"5, 16, 61",2,3
6_231,Pº CASTELLANA-PZA.DE COLON,441529.0,4475481.0,"5, 14, 27, 45, 150, N1, N22, N24, N25, N26",2,3
6_233,Pº RECOLETOS-BARBARA DE BRAGANZA,441447.0,4475132.0,"5, 14, 27, 37, 45, 53, 150, C03",2,3
6_235,ALCALA-GRAN VIA,440933.0,4474660.0,9,2,3
6_236,PZA.JACINTO BENAVENTE,440413.0,4474196.0,"6, 26, 32, 65, N26",2,3
6_237,PZA.TIRSO DE MOLINA,440323.0,4473980.0,"6, 26, 32, M1, N26",2,3
6_241,PZA.EMPERADOR CARLOS V-R.ATOCHA,441254.0,4473420.0,"6, 59, 85, E1, N14",2,3
6_245,JAIME EL CONQUISTADOR - EMBAJADORES,440866.0,4472350.0,"6, 78, 148, N14",2,3
6_246,JAIME EL CONQUISTADOR-EUGENIO SELLES,440841.0,4472124.0,"6, 78, 148, N14",2,3
6_248,PTO.CRUZ VERDE-PTO.MIRAVETE,441857.0,4470979.0,62,2,3
6_58,GUZMAN EL BUENO-MELENDEZ VALDES,439600.0,4476304.0,2,2,3
6_61,O DONNELL-AV.MENENDEZ PELAYO,442376.0,4474962.0,"20, N8",2,3
6_62,O DONNELL-NARVAEZ,442736.0,4474963.0,"2, 28, N6",2,3
6_64,O DONNELL-DR.ESQUERDO,443310.0,4474921.0,"28, 203, E2, E3, N27, N6",2,3
6_68,DR.ESQUERDO- HERMOSILLA,443371.0,4475347.0,"2, 56, 71, 143, 156, C1",2,3
6_70,O DONNELL-DR.ESQUERDO,443314.0,4474941.0,"28, N6",2,3
6_73,O DONNELL-AV.MENENDEZ PELAYO,442392.0,4474987.0,"2, 20, 28, N6, N8",2,3
6_75,MARTIRES DE ALCALA-PRINCESA,439569.0,4475680.0,2,2,3
6_76,BLASCO DE GARAY-ALBERTO AGUILERA,439735.0,4476009.0,2,2,3
6_80,VALLEHERMOSO Nº 110,440054.0,4477088.0,2,2,3
6_81,MELQUIADES ÁLVAREZ Nº 23,439928.0,4477340.0,2,2,3
6_82,MELQUIADES ÁLVAREZ-GUZMAN EL BUENO,439707.0,4477195.0,2,2,3
6_83,GRAL. AMPUDIA,439437.0,4477320.0,2,2,3
6_86,AV.MENENDEZ PELAYO-MENORCA,442473.0,4474759.0,"20, 152, N8",2,3
6_87,ALCALDE SAINZ DE BARANDA,442694.0,4474463.0,N8,2,3
6_92,IBIZA-MAIQUEZ,443068.0,4474600.0,"2, N8",2,3
6_93,IBIZA-NARVAEZ,442712.0,4474623.0,N8,2,3
6_94,AV.MENENDEZ PELAYO-MENORCA,442495.0,4474769.0,"20, 152, N8",2,3
6_96,GRAL.CABRERA-SAN GERMAN,441104.0,4478833.0,3,2,3
6_100,SINESIO DELGADO-GINZO DE LIMIA,440555.0,4480780.0,42,2,3
6_1131,PICO ARTILLEROS-Cº VINATEROS,445657.0,4473118.0,"30, 71",2,3
6_1133,AV.DEMOCRACIA-SIERRA GUADALUPE,447054.0,4470601.0,"54, 58, 103, 130, 142, 143, E, H1, T31",2,3
6_1134,DR.GARCIA TAPIA-MOLINA DE SEGURA,445811.0,4473410.0,"30, N8",2,3
6_1136,DR.GARCIA TAPIA-FOBOS,446188.0,4473500.0,30,2,3
6_1137,DR.GARCIA TAPIA-JOSE BERGAMIN,445968.0,4473575.0,30,2,3
6_1142,ENTREARROYOS-IGLESIA,444536.0,4473494.0,"30, 32, N8",2,3
6_1143,ARROYO MEDIA LEGUA-ENTREARROYOS,444413.0,4473646.0,"30, 32, 113, N8",2,3
6_1144,Cº VINATEROS-ARROYO MEDIA LEGUA,444467.0,4473768.0,"30, 32, N8",2,3
6_1147,GOYA-DR.ESQUERDO,443313.0,4475303.0,30,2,3
6_1149,PZA.PUERTA CERRADA,439995.0,4474141.0,"31, 50, 65",2,3
6_1150,SEGOVIA-CONDE,439783.0,4474127.0,"31, 50, 65",2,3
6_1151,SEGOVIA-CTA.DE LA VEGA,439362.0,4474159.0,"31, 50, 65",2,3
6_1156,Pº EXTREMADURA-ALBENIZ,437659.0,4473840.0,"31, 33, 36, 39, 65, N19",2,3
6_1162,HIGUERAS-HUERTA DE CASTAÑEDA,437103.0,4473458.0,31,2,3
6_1163,ALTO DE EXTREMADURA,437462.0,4473725.0,"31, 33, 36, 39, 65, N19",2,3
6_1169,SEGOVIA-RONDA SEGOVIA,439353.0,4474147.0,"31, 50, 65",2,3
6_1171,PZA.PUERTA CERRADA,440045.0,4474103.0,"31, 50, 65",2,3
6_662,AV.MQUES.CORBERA-RICARDO ORTIZ,444326.0,4474907.0,"15, 28, 110, 210, N6",2,3
6_663,SAINZ DE BARANDA-R.T.V.E.,443912.0,4474955.0,"15, 28, 71, N6",2,3
6_935,SAN MARIO,441398.0,4470078.0,"23, 78, 123, N12",2,3
6_936,Cº DE PERALES Nº 8,441186.0,4470620.0,"23, 123",2,3
6_937,ANTONIO LOPEZ-SOCUELLAMOS,441073.0,4470546.0,"23, 123, N12",2,3
6_941,ANTONIO LOPEZ-MATILDE GAYO,440579.0,4471491.0,23,2,3
6_942,ANTONIO LOPEZ-MARIBLANCA,440414.0,4471680.0,"23, N15",2,3
6_948,AV.CDAD.BARCELONA-MENENDEZ PELAYO,442353.0,4473035.0,"24, 37, 54, 57, 141, N10, N25",2,3
6_949,AV.CDAD.BARCELONA-JUAN URBIETA,442558.0,4472907.0,"24, 37, 54, 57, 141",2,3
6_954,ALFREDO CASTRO CAMBA-PINTOR SOROLLA,443224.0,4471014.0,24,2,3
6_956,LAGARTERA-BUENDIA,443065.0,4470460.0,24,2,3
6_960,AV.ENTREVIAS-RONDA SUR,444018.0,4469985.0,24,2,3
6_961,VECINOS DEL POZO,444088.0,4469792.0,"24, 102",2,3
6_962,CABO MACHICHACO,444038.0,4469612.0,"24, 102",2,3
6_966,RONDA SUR-DEPOSITO DE AGUA,443999.0,4469836.0,"24, 102, 103, N11",2,3
6_967,AV.ENTREVIAS-RONDA SUR,444019.0,4470002.0,24,2,3
6_969,AV.ENTREVIAS-SERENA,443572.0,4470306.0,24,2,3
6_970,AV.ENTREVIAS-MEMBEZAR,443372.0,4470526.0,24,2,3
6_974,MANUEL MAROTO-AV.SAN DIEGO,443308.0,4471243.0,24,2,3
6_975,PCO.EMILIO FRANCO-PALOMERAS,443461.0,4471421.0,24,2,3
6_976,PCO.EMILIO FRANCO-MARTINEZ RIVA,443557.0,4471640.0,24,2,3
6_978,AV.CDAD.BARCELONA-JUAN URBIETA,442558.0,4472936.0,"24, 37, 54, 57, 141",2,3
6_979,AV.CDAD.BARCELONA-MENENDEZ PELAYO,442304.0,4473086.0,"24, 37, 54, 57, 141, N10, N25",2,3
6_843,JOSE DEL HIERRO-VIRGEN DEL SAGRARIO,444978.0,4476609.0,21,2,3
6_844,JOSE DEL HIERRO-VIRGEN DEL LLUC,444752.0,4476468.0,21,2,3
6_475,ARROYO OLIVAR-JESUS JIMENEZ,444565.0,4471301.0,10,2,3
6_2375,GRAMA-VALDECARROS,446865.0,4481330.0,87,2,3
6_2379,CELIO VILLALBA-AV.BARRANQUILLA,445936.0,4480853.0,87,2,3
6_2384,GRAN VIA HORTALEZA-GTA.LUIS ROSALES,444565.0,4479971.0,87,2,3
6_2293,MONFORTE DE LEMOS-AV.BETANZOS,439803.0,4481265.0,"49, 83, 128, 132, 137, N22",2,3
6_2298,DIEGO DE LEON-CONDE PEÑALVER,442831.0,4476423.0,61,2,3
6_955,MEJORANA-CONDE RGUEZ.SAN PEDRO,443031.0,4470878.0,24,2,3
6_964,AV.DE LAS GLORIETAS,444163.0,4469583.0,"24, 102",2,3
6_968,AV.ENTREVIAS-VEDRA,443829.0,4470105.0,24,2,3
6_973,MANUEL MAROTO,443188.0,4471130.0,24,2,3
6_880,GOYA-GRAL.DIAZ PORLIER,442701.0,4475328.0,"21, 53",2,3
6_910,ALCOCER-AV.REAL DE PINTO,440204.0,4467037.0,"22, 76, 86, 130, N14",2,3
6_819,"ARROYO FONTARRON, 169",445313.0,4472384.0,20,2,3
6_829,CORR.DIEGO VALDERRABANO-LITUANIA,444075.0,4473580.0,20,2,3
6_835,HOSPITAL NIÑO JESUS,442639.0,4474228.0,"20, 26, 63, 152, C2",2,3
6_748,VIA CARPETANA-GALLUR,437717.0,4472410.0,"17, 25, N16",2,3
6_752,Pº PONTONES-Pº IMPERIAL,439393.0,4473133.0,"17, 41, N16",2,3
6_774,LA DEL MANOJO DE ROSAS-ANOETA,440754.0,4467361.0,"18, 86, 116, N14",2,3
6_685,AV.PIO XII-PZA.PERU,442765.0,4479331.0,"16, 29, 150, N1",2,3
6_689,AVDA.PIO XII-MARQUES DE TORROJA,443031.0,4480436.0,150,2,3
6_693,PRINCIPE DE VERGARA-REP.DOMINICANA,442724.0,4479157.0,"16, 29, N1",2,3
6_623,Pº HABANA-JEREZ,442506.0,4479809.0,14,2,3
6_631,Pº HABANA-JEREZ,442486.0,4479767.0,14,2,3
6_546,HERNANDEZ TEJADA-AGASTIA,444835.0,4477755.0,"11, 114, N3",2,3
6_556,TORRELAGUNA Nº 85,444333.0,4478040.0,53,2,3
6_560,TORRELAGUNA-CONDESA VENADITO,444581.0,4477513.0,"53, 122",2,3
6_479,AV.PALOMERAS-AV.PABLO NERUDA,445166.0,4470909.0,"10, N10",2,3
6_483,VILLALOBOS-LEONESES,445186.0,4470586.0,"10, 144",2,3
6_30,PRINCESA-ALBERTO AGUILERA,439367.0,4475963.0,"1, 1, 44, 133, 138, C2, N21",2,3
6_220,ORENSE-GRAL.PERON,441163.0,4478367.0,"5, 149",2,3
6_324,AV.SAN LUIS-GOLFO DE SALONICA,443668.0,4480890.0,"7, 107, 125",2,3
6_3979,"SANTA VIRGILIA,11",445604.0,4481096.0,N2,2,3
6_3941,PZA.DE CATALUÑA Nº 4,442569.0,4477977.0,19,2,3
6_3985,AV.ARCENTALES-AV.CANILLEJAS,448029.0,4476319.0,"153, N5",2,3
6_3986,AV.ARCENTALES-SAN ROMUALDO,447650.0,4476281.0,"153, N5",2,3
6_3989,MIGUEL YUSTE-CRONOS,447334.0,4476349.0,N5,2,3
6_3991,JULIA GARCIA BOUTAN-AV.CANILLEJAS,448316.0,4475834.0,N6,2,3
6_6156,SABRINA-PUERTO BALBARAN,444584.0,4470017.0,10,1,3
6_4005,AV.ROSALES-CTRA.VILLAVERDE A VALLECAS,442177.0,4468179.0,N12,2,3
6_4009,VILLAFUERTE-CTRA. VILLAVERDE,441552.0,4467582.0,"23, N13",2,3
6_4002,Pº STA.Mª CABEZA-CACERES,440650.0,4472515.0,"55, 60, N17",2,3
6_4000,AV.SAN LUIS-COL.PINAR DEL REY,444627.0,4480518.0,"107, 125, 172, 172SF",2,3
6_4012,Pº FERROVIARIOS-ENCARNACION PINO,439323.0,4466730.0,N14,2,3
6_4015,ATOCHA-PZA.SANTA CRUZ,440256.0,4474243.0,50,2,3
6_4018,MAQUEDA Nº 120,435426.0,4471474.0,N18,2,3
6_4021,SANGENJO-PATONES,440512.0,4481921.0,N22,2,3
6_4027,CNO. ZARZUELA-AV.VALDEMARIN,433202.0,4480149.0,162,2,3
6_4028,Cº ZARZUELA-AV.VALDEMARIN,433154.0,4480150.0,162,2,3
6_3498,VILLALOBOS-AV.MIGUEL HERNANDEZ,444775.0,4470260.0,"10, 310",2,3
6_5511,CASTIELLO DE JACA - EUNATE,442762.0,4484326.0,176,2,3
6_5520,TIERRA DE MELIDE - GTA. MONTE DEL GOZO,443577.0,4484755.0,"176, N24",2,3
6_1244,EUGENIA DE MONTIJO-PZA.EMPERATRIZ,436350.0,4469769.0,"34, 35, 47, 139",2,3
6_5357,ESTACION DE ARAVACA,433531.0,4477982.0,"161, 163",2,3
6_5367,CASATEJADA-CAMINO DE LAS CRUCES,435421.0,4469015.0,"35, N17",2,3
6_5369,"AVDA DE PÍO XII,92",442995.0,4480530.0,"16, 150",2,3
6_3828,DALIA Nº 7,443729.0,4481287.0,29,2,3
6_4030,"CNO.HORMIGUERAS, 165",446172.0,4469985.0,"130, T31",2,3
6_2110,CTRA. CANILLAS-CARRIL DEL CONDE,444655.0,4479627.0,"73, N3",2,3
6_3064,ANDALUCES-SAN CLAUDIO,446141.0,4471372.0,54,2,3
6_63,O DONNELL-MAIQUEZ,442999.0,4474943.0,"28, N6",2,3
6_72,O DONNELL-NARVAEZ,442722.0,4474984.0,"2, 28, N6",2,3
6_79,VALLEHERMOSO-CEA BERMUDEZ,440043.0,4476881.0,2,2,3
6_84,GRAL.AMPUDIA Nº 18,439457.0,4477456.0,2,2,3
6_3580,ARTURO SORIA-JEFATURA PROV.TRAFICO,444680.0,4478446.0,"11, 70, 122",2,3
6_503,CAVANILLES-ABTAO,442856.0,4473198.0,10,2,3
6_3268,FCO.VILLAESPESA-EZEQUIEL SOLANA,445439.0,4475825.0,"28, N6",2,3
6_5975,PLAZA DE CIBELES,441276.0,4474695.0,34,1,0
6_1725,AV.ALBUFERA-ALTO ARENAL,445277.0,4471437.0,"57, 58, 103, 143, N25",2,3
6_3544,DR.GARCIA TAPIA Nº 216,446469.0,4473403.0,"30, N8",2,3
6_3422,RIBADAVIA Nº 12,440089.0,4480638.0,42,2,3
6_3282,Pº PLATA Y CASTAÑAR-OLAS,439173.0,4467200.0,76,2,3
6_3287,ROCAFORT-MONCADA,441350.0,4466145.0,79,2,3
6_3299,DARIO APARICIO-TAPIA DE CASARIEGO,435069.0,4480246.0,161,2,3
6_3305,PZA.CONDE DE CASAL,443289.0,4473319.0,14,2,3
6_3323,AV.BUENOS AIRES-AV.PALOMERAS,444664.0,4471079.0,136,2,3
6_3655,FTE.CARRANTONA-DR.GARCIA TAPIA,446601.0,4473496.0,140,2,3
6_3671,RICARDO ORTIZ-AV.DAROCA,444331.0,4475934.0,"110, 210",2,3
6_3677,CRISTO VICTORIA-OLVIDO,440529.0,4470526.0,78,2,3
6_3684,VIRGEN DE LLUC-ARGENTINA,445001.0,4476468.0,21,2,3
6_2927,Cº HORMIGUERAS-GONZALEZ DAVILA,445970.0,4469886.0,"130, T31",2,3
6_2935,Pº ARTILLEROS-SAN CIPRIANO,448445.0,4473055.0,130,2,3
6_2941,SAN JAIME - AVENIDA DE LA ALBUFERA,446943.0,4470373.0,"130, T31",2,3
6_2815,TANATORIO SUR,438820.0,4469696.0,"116, 121, 131, 155",2,3
6_2434,ROSAS DE ARAVACA-ESTACION,433661.0,4478081.0,160,2,3
6_2436,AV.PABLO NERUDA-PZA.ASAMBLEA,443823.0,4470549.0,"57, 144, N11",2,3
6_2452,CTRA.HUMERA A ARAVACA-FUENTE DEL REY,434065.0,4479123.0,"160, 161",2,3
6_2457,FTE.CARRANTONA-DR.GARCIA TAPIA,446543.0,4473347.0,"100, 140, E4",2,3
6_2464,FTE.CARRANTONA-AV.DR.GARCIA TAPIA,446497.0,4473352.0,"100, 140, E4",2,3
6_2470,Pº ALAMEDA OSUNA-CARABELA,449907.0,4478773.0,"101, 105, 151",2,3
6_2478,ACUARIO-PENELOPE,450965.0,4480835.0,101,2,3
6_2494,SAN CLAUDIO-RAFAEL FERNANDEZ,446115.0,4471558.0,54,2,3
6_2499,MENDEZ ALVARO-M30,442802.0,4471644.0,"102, N11",2,3
6_2501,AVDA.ENTREVIAS-MEJORANA,443157.0,4470982.0,"102, N11",2,3
6_251,SANTUARIO,440683.0,4470916.0,"6, 78",2,3
6_2510,CAZORLA-ALCORES,443505.0,4470062.0,"103, N11",2,3
6_2517,MENDEZ ALVARO-M30,442829.0,4471651.0,"102, N11",2,3
6_2524,LA MANCHA-PEDROCHES,443190.0,4470382.0,"24, 103, 111",2,3
6_5103,NICETO ALCALA ZAMORA Nº95,444359.0,4483685.0,"170, 172, 173, 172SF",2,3
6_2918,"AVDA.BURGOS,85",443017.0,4482276.0,174,2,3
6_3507,"AVDA.BURGOS,87-PASO ELEVADO",443064.0,4482563.0,"173, 174, 176",2,3
6_5590,FRANCISCO PI MARGALL-ANA AUSTRIA,443757.0,4483003.0,"173, N1",2,3
6_5588,FRANCISCO PI Y MARGALL - MARIA PORTUGAL,443786.0,4483028.0,173,2,3
6_5247,AV.LOGROÑO-CANILLEJAS,448561.0,4478173.0,"101, 105, 151, 165",2,3
6_644,AV.MEDITERRANEO-PZA.CONDE CASAL,443168.0,4473313.0,"14, 32, 63, N9",2,3
6_2585,CANILLEJAS,448560.0,4478093.0,"101, 105, 114, 115, 151, 200, N4",2,3
6_5052,CANILLEJAS,448590.0,4478077.0,"114, 115",2,3
6_25,PLAZA MONCLOA-PRINCESA,439136.0,4476442.0,"82, 83, 132, 133, N21",2,3
6_602,FCO.SILVELA-DIEGO DE LEON,442939.0,4476335.0,"12, C1",2,3
6_3024,DOÑA BERENGUELA-CARAMUEL,438453.0,4474019.0,138,2,3
6_1159,HIGUERAS-CEBREROS,436862.0,4473213.0,31,2,3
6_3032,SEPULVEDA-CEBREROS,436729.0,4473107.0,138,2,3
6_3924,AVDA. DE ASTURIAS-MONTOYA,441098.0,4480365.0,"42, N23",2,3
6_3030,SEPULVEDA-HUERTA CASTAÑEDA,437132.0,4473143.0,138,2,3
6_1161,HIGUERAS-CEBREROS,436889.0,4473154.0,31,2,3
6_1838,TOLEDO-PZA.CEBADA,439959.0,4473802.0,60,2,3
6_3918,AV.ASTURIAS-VIA LIMITE,440848.0,4480569.0,"42, N23",2,3
6_3925,AV.ASTURIAS-VIA LIMITE,440867.0,4480586.0,"42, 177, N23",2,3
6_5182,VIDAUBA Nº 14,435334.0,4470598.0,155,1,0
6_3051,AV.LAS AGUILAS-JOSE DE CADALSO,434557.0,4470746.0,139,2,3
6_736,RAFAEL FINAT-AV.LAS AGUILAS,435221.0,4470856.0,"17, 138",2,3
6_2876,AV.PABLO IGLESIAS-NUMANCIA,439699.0,4478567.0,"127, N21",2,3
6_2883,AV.BURGOS-AV.PIO XII,442826.0,4480703.0,"129, 150",2,3
6_29,PRINCESA-ALTAMIRANO,439251.0,4476175.0,"1, 1, 44, 133, 138, C2, N21",2,3
6_2904,Pº CASTELLANA Nº 292-HOSPITAL LA PAZ,441985.0,4481311.0,"173, 174, 175, 176, 178",2,3
6_5361,BERROCAL-SILVINITA,442663.0,4466300.0,"85, 123, N12",2,3
6_6006,HNOS.MACHADO-S.JUAN DE LA CUESTA,445054.0,4476125.0,113,1,0
6_6007,JOSE MARIA PEREDA-S.JUAN DE LA CUESTA,445103.0,4476135.0,113,1,0
6_5398,AREA INTERMODAL DE PAVONES,446180.0,4472539.0,32,2,3
6_5402,AREA INTERMODAL DE PAVONES,446204.0,4472580.0,142,2,3
6_5399,AREA INTERMODAL DE PAVONES,446210.0,4472594.0,140,2,3
6_5392,AREA INTERMODAL DE PAVONES,446189.0,4472575.0,20,2,3
6_5396,AREA INTERMODAL DE PAVONES,446206.0,4472606.0,30,2,3
6_2526,VIZCONDE ARLESSON-PTO.BALBARAN,443428.0,4470601.0,"103, 111, 144",2,3
6_2529,CARLOS MARTIN ALVAREZ-MTNEZ.RIVA,443680.0,4471197.0,"103, 111",2,3
6_41,VELAZQUEZ-AYALA,442104.0,4475631.0,"1, 9, 19, 51, 74",2,3
6_69,DR.ESQUERDO-DUQUE DE SESTO,443345.0,4474999.0,"2, 30, 56, 71, 143, 156, E4, E5",2,3
6_186,ALCALA-CIRCULO DE BELLAS ARTES,441063.0,4474674.0,"1, 9, 52, 146, N16",2,3
6_253,DOLORES BARRANCO-AMOR HERMOSO,440379.0,4470772.0,6,2,3
6_315,AV.SAN LUIS-MESENA,443686.0,4480864.0,"7, 107, 125, N1",2,3
6_3541,SAN ROMUALDO-ALBASANZ,447396.0,4476856.0,105,2,3
6_5104,NICETO ALCALA ZAMORA-ISABEL VALOIS,444562.0,4483460.0,"170, 172, 173, 172SF",2,3
6_5415,YECORA-AV.INVIERNO,451320.0,4477368.0,"77, 167",2,3
6_5326,MONASTERIO SILOS-MONASTERIO MONTESCLAROS,440597.0,4484056.0,"134, 170, 178, N23",2,3
6_5535,PLAZA DE MANUEL BECERRA,443401.0,4475653.0,106,2,3
6_5612,CTRA.BOADILLA MONTE-CARABIAS,434963.0,4472546.0,65,2,3
6_5332,VALLE DE TOBALINA-CIUDAD DE FRIAS,439452.0,4466041.0,T41,2,3
6_5337,LAGUNA DEL MARQUESADO-SAN ERASMO,440046.0,4465233.0,T41,2,3
6_2309,CTRA.CASTILLA-CLUB DE CAMPO,437216.0,4476817.0,"160, 161, A, N28",2,3
6_3690,GOLONDRINA-AV.GALAXIA,433621.0,4478862.0,"160, 161, N28",2,3
6_2324,CTRA.CASTILLA-CLUB DE CAMPO,437169.0,4476828.0,"160, 161, A, N28",2,3
6_3622,LOPEZ ARANDA-GRAL.ARANAZ,446001.0,4477291.0,146,2,3
6_3629,MARIA SEVILLA DIAGO-AV.CANILLEJAS,448236.0,4476173.0,"38, 140",2,3
6_3636,HERMANOS GARCÍA NOBLEJAS-AV.ARCENTALES,446866.0,4475262.0,109,2,3
6_3665,AV.LAS AGUILAS-GUAREÑA,435328.0,4471001.0,"17, 138, 139, 155",2,3
6_1578,ANTONIA RGUEZ.SACRISTAN-ANTONIO RGUEZ.,436854.0,4469632.0,"47, 108, 118, 121, 131, N16",2,3
6_5965,AV.DE LAS SUERTES-AV.GRAN VIA DEL SURESTE,449980.0,4468400.0,"145, N9",1,0
6_2812,AV.POBLADOS-EXPROPIACION,440202.0,4469455.0,"121, N15",2,3
6_2811,AV.POBLADOS-EXPROPIACION,440205.0,4469429.0,121,1,0
6_2233,EXPROPIACION-AV.POBLADOS,440265.0,4469340.0,81,1,0
6_2193,GRAN AVENIDA-PZA.ASOCIACION,440176.0,4469233.0,"78, 81, 116",2,3
6_2192,CAMPOTEJAR-NIVAR,440397.0,4469205.0,"78, 116",2,3
6_2191,FERNANDO ORTIZ-CAMPOTEJAR,440364.0,4468977.0,"78, 116",1,0
6_5967,AVDA. DE LAS SUERTES-AV. DE LA GAVIA,448238.0,4469541.0,N9,1,0
6_2190,AV.ORCASUR-PZA.PUEBLO,440557.0,4469057.0,"78, 116",1,0
6_3126,ENRIQUE Gª ALVAREZ-Cº VASARES,447885.0,4470740.0,"58, N9",2,3
6_2149,ALCALA-METRO DE SUANZES,446843.0,4477047.0,"77, 104, N5",2,3
6_3319,AVDA. POBLADOS,437190.0,4469660.0,"121, 131",2,3
6_2635,AV.POBLADOS-BELZUNEGUI,437438.0,4469728.0,"121, 131, 155",2,3
6_3057,PIO FELIPE-AV.ALBUFERA,444627.0,4471727.0,"54, 143",2,3
6_1298,AV.PADRE PIQUER Nº 27,435015.0,4471679.0,"36, 131",2,3
6_2152,ALCALA-AV.CANILLEJAS A VICALVARO,447847.0,4477419.0,"77, 105, 140, 153, N5, SE721",2,3
6_3648,AV.CANILLEJAS A VICALVARO-DIANA,447829.0,4477288.0,"140, 153",2,3
6_3837,OBENQUE-VELERO,449744.0,4478238.0,114,2,3
6_3832,OBENQUE-VELERO,449759.0,4478231.0,114,2,3
6_5237,FELIX RODRIGUEZ DE LA FUENTE-POETA BLAS DE OTERO,444503.0,4474871.0,71,2,3
6_5637,GRAN VIA HORTALEZA Nº 3,444341.0,4479890.0,87,2,3
6_5636,Pº MARIA DROC-SAN DALMACIO,441217.0,4466379.0,79,2,3
6_5160,CTRA.FUENCARRAL A ALCOBENDAS S/N,442572.0,4485139.0,"170, T61",2,3
6_5362,BERROCAL-LIMONITA,442705.0,4466307.0,"85, 123, N12",2,3
6_2580,MANUEL AGUILAR MUÑOZ-AV.LOGROÑO,449945.0,4479233.0,"105, 112, 115, 151",2,3
6_2562,AV.LOGROÑO-TINTIN Y MILU,450265.0,4479510.0,"105, 112, 115, N4",2,3
6_5064,FCO. PI Y MARGALL-NICETO ALCALA ZAMORA,445224.0,4482119.0,"172, 174, 172SF",2,3
6_5070,ANA DE AUSTRIA-NICETO ALCALA ZAMORA,444668.0,4483327.0,"172, 173, 172SF, N1",2,3
